Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,console
WHAT THE GOLF?,5/21/2020,Triband,Triband,Golf,Rated E +10 For Everyone +10,8.1,65,PC
What's Cooking with Jamie Oliver,10/21/2008,Keen Games,Atari SA,Virtual Career,Rated E For Everyone,,,DS
Wheelman,3/24/2009,Tigon,Ubisoft,Auto Racing,Rated T For Teen,6.8,44,Xbox 360
Wheels of Aurelia,9/20/2016,Santa Ragione,Santa Ragione,Action Adventure,,4.4,25,PC
Wheels of Destruction: World Tour,2012-03-04,"Gelid Games, Inc.","Gelid Games, Inc.",Vehicle Combat Sim,Rated E +10 For Everyone +10,5,6,PlayStation 3
When Ski Lifts Go Wrong,1/23/2019,Huge Calf Studios,Curve Digital,Skiing,Rated T For Teen,2.9,8,PC
When The Past Was Around,12/15/2020,Mojiken Studio,Chorus Worldwide,Point-and-Click,Rated E For Everyone,6.6,9,PC
When Vikings Attack!,2012-06-11,Clever Beans,SCEA,3D Beat-'Em-Up,Rated E +10 For Everyone +10,6.9,22,PlayStation Vita
Where is My Heart?,2011-08-11,Die Gute Fabrik,Copenhagen Game Collective,2D Platformer,Rated E For Everyone,7.9,9,PSP
Where Shadows Slumber,9/20/2018,Game Revenant Ltd,Game Revenant Ltd,Adventure,,,,iOS (iPhone)
Where the Heart Leads,7/13/2021,Armature Studio,Armature Studio,Adventure,Rated T For Teen,,,PlayStation 4
Where the Water Tastes Like Wine,2/28/2018,Dim Bulb Games,Dim Bulb Games,Adventure,,5.3,37,PC
Where the Wild Things Are,10/13/2009,Griptonite Games,Warner Bros. Interactive Entertainment,3D Platformer,Rated E +10 For Everyone +10,5.8,,Wii
Where's My Mickey?,6/20/2013,Creature Feep,Disney Mobile Studios,Action Puzzle,,,,iOS (iPhone)
Where's My Perry?,6/28/2012,,,Puzzle,Rated RP For Rate Pending,6.6,9,iOS (iPhone)
Where's My Water?,9/22/2011,Creature Feep,Disney Interactive Studios,Logic Puzzle,,7.1,62,iOS (iPhone)
Where's My Water? 2,2013-12-09,Kongregate,Kongregate,Logic Puzzle,,4.3,13,iOS (iPhone)
Whiplash,11/18/2003,Crystal Dynamics,Eidos Interactive,3D Platformer,Rated T For Teen,6.7,12,Xbox
Whipseey and the Lost Atlas,8/27/2019,Daniel A. Ramirez,Blowfish Studios,2D Platformer,Rated E For Everyone,6.6,21,Nintendo Switch
Whirl Tour,2002-05-11,Papaya Studio,VU Games,Skating,Rated E For Everyone,7.3,,PlayStation 2
Whirlwind Over Vietnam,4/13/2007,G5 Software,Evolved Games,Aircraft Combat Sim,Rated T For Teen,,,PC
Whispering Willows,6/30/2015,LOOT Interactive,LOOT Interactive,Adventure,Rated T For Teen,6.1,34,PC
Whispers of a Machine,4/17/2019,Clifftop Games,Raw Fury,Point-and-Click,,7.6,57,PC
White Day: A Labyrinth Named School,8/29/2017,ROIGAMES Inc.,PQube,Survival,Rated T For Teen,6.5,31,PlayStation 4
White Knight Chronicles II,9/13/2011,Level 5,D3Publisher,Action RPG,Rated T For Teen,7.2,77,PlayStation 3
White Knight Chronicles International Edition,2010-02-02,Level 5,SCEA,Action RPG,Rated T For Teen,7,67,PlayStation 3
White Night,2015-03-03,OSome Studio,Activision,Survival,Rated M For Mature,7.1,57,Xbox One
White Shadows,2021-07-12,Monokel,Thunderful,2D Platformer,Rated T For Teen,5.8,6,PC
Whiteout,11/24/2002,Vicarious Visions,Konami,Arcade Racing,Rated T For Teen,,,Xbox
Who's That Flying?!,11/16/2010,Mediatonic,SCEA,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,6,5,PSP
Wide Ocean Big Jacket,2020-04-02,Turnfollow,Tender Claws,Third-Person Adventure,Rated T For Teen,7.2,10,PC
Wide Sky,1/22/2013,Marcus Eckert,Marcus Eckert,Adventure,,,,iOS (iPhone)
Wii Fit,5/19/2008,Nintendo,Nintendo,Exercise,Rated E For Everyone,7.6,62,Wii
Wii Fit Plus,2009-04-10,Nintendo,Nintendo,Exercise,Rated E For Everyone,7.6,72,Wii
Wii Fit U,2013-01-11,Nintendo,Nintendo,Exercise,Rated E For Everyone,7.8,80,Wii U
Wii Music,10/20/2008,Nintendo,Nintendo,Rhythm,Rated E For Everyone,5.4,65,Wii
Wii Party,2010-03-10,Nd Cube,Nintendo,Party,Rated E For Everyone,8,130,Wii
Wii Party U,10/25/2013,Nd Cube,Nintendo,Party,Rated E For Everyone,7.1,169,Wii U
Wii Play,2007-12-02,Nintendo,Nintendo,Party,Rated E For Everyone,6.6,130,Wii
Wii Play: Motion,6/13/2011,Good-Feel,Nintendo,Party,Rated E +10 For Everyone +10,6.5,28,Wii
Wii Sports,11/19/2006,Nintendo,Nintendo,Athletics,Rated E For Everyone,7.9,474,Wii
Wii Sports Club,2013-07-11,Nintendo,Nintendo,Athletics,Rated E +10 For Everyone +10,7,132,Wii U
Wii Sports Resort,7/26/2009,Nintendo,Nintendo,Athletics,Rated E For Everyone,8.4,334,Wii
Wik & the Fable of Souls,12/14/2005,Reflexive Entertainment,Reflexive Entertainment,2D Platformer,Rated E For Everyone,7.9,8,PC
Wild Arms 3,10/15/2002,Media.Vision,SCEA,JRPG,Rated T For Teen,8,47,PlayStation 2
Wild Arms 4,2006-10-01,Media.Vision,XSEED Games,JRPG,Rated T For Teen,7.5,27,PlayStation 2
Wild ARMs 5,8/28/2007,Media.Vision,XSEED Games,JRPG,Rated T For Teen,7.8,24,PlayStation 2
Wild Arms Alter Code: F,11/15/2005,Media.Vision,Agetec,JRPG,Rated T For Teen,7.6,23,PlayStation 2
Wild ARMs XF,2008-11-03,Media.Vision,XSEED Games,Turn-Based Tactics,Rated E +10 For Everyone +10,7.2,21,PSP
Wild Blood,2012-06-09,Gameloft,Gameloft,3D Beat-'Em-Up,,6.1,8,iOS (iPhone)
Wild Earth: African Safari,4/22/2008,Super X Studios,Majesco,Edutainment,Rated E For Everyone,,,Wii
Wild Earth: Photo Safari,2006-02-05,Super X Studios,Super X Studios,Edutainment,,5.2,5,PC
Wild Guns Reloaded,12/20/2016,NATSUME ATARI Inc.,Natsume,Light Gun,Rated E +10 For Everyone +10,7.1,19,PlayStation 4
Wild Hearts,2/17/2023,Omega Force,Electronic Arts,Action RPG,Rated T For Teen,7.8,573,PlayStation 5
Wild West Guns,2008-04-08,Gameloft,Gameloft,Light Gun,Rated T For Teen,,,Wii
Wild West Online,2018-10-05,,,MMORPG,,1.9,59,PC
Wild Wild Racing,10/25/2000,Rage Software,Interplay,Auto Racing Sim,Rated E For Everyone,,,PlayStation 2
Wildermyth,6/15/2021,Worldwalker Games,Worldwalker Games,Turn-Based Tactics,,7.6,89,PC
Wildfire (2020),5/25/2020,Sneaky Bastards,Sneaky Bastards,2D Platformer,,7.7,9,PlayStation 4
Wildfrost,2023-12-04,Deadpan Games,Chucklefish,Card Battle,,6.8,13,Nintendo Switch
Wildlife Park,11/14/2003,B-Alive,Encore Software,Tycoon,Rated E For Everyone,5.3,6,PC
WildStar,2014-03-06,Carbine Studios,NCSOFT,MMORPG,Rated T For Teen,7.6,962,PC
Will of Steel,2005-04-02,Gameyus Interactive,GMX Media,Real-Time Strategy,Rated T For Teen,,,PC
Will Rock,2003-09-06,Saber Interactive,Ubisoft,FPS,Rated M For Mature,7.4,62,PC
Willy Jetman: Astromonkey's Revenge,1/31/2020,Last Chicken Games,BadLand Publishing,Open-World Action,Rated E For Everyone,7.5,11,Nintendo Switch
Willy Morgan and the Curse of Bone Town,2020-11-08,imaginarylab,VLG Publishing,Point-and-Click,,6.2,11,PC
Wilson's Heart,4/21/2017,Twisted Pixel Games,Oculus Studios,Adventure,,7.8,19,PC
WinBack 2: Project Poseidon,4/25/2006,Cavia Inc.,Koei,Third Person Shooter,Rated T For Teen,,,PlayStation 2
WinBack: Covert Operations,3/27/2001,Omega Force,Koei,Third Person Shooter,Rated T For Teen,8.1,8,PlayStation 2
Windbound,8/28/2020,5 Lives Studios,5 Lives Studios,Survival,,5.2,19,PC
Windforge,2014-11-03,Snowed In Studios,Snowed In Studios,Sandbox,,6.7,19,PC
WindJammers,8/29/2017,DotEmu,DotEmu,Individual Sports,Rated E For Everyone,6.8,13,PlayStation 4
WindJammers 2,1/20/2022,DotEmu,DotEmu,Individual Sports,Rated E For Everyone,7.4,27,Nintendo Switch
Windlands,10/25/2016,Psytec Games Ltd,Psytec Games Ltd,First-Person Adventure,Rated E For Everyone,7.7,23,PC
Winds & Leaves,7/27/2021,Trebuchet,Trebuchet,First-Person Adventure,Rated E For Everyone,,,PlayStation 4
Winds of Change,2021-03-06,Klace,Crunching Koalas,Visual Novel,,9.6,15,PC
Windscape,3/27/2019,Magic Sandbox,Headup Games,Open-World Action,,3.8,,PC
Wind-up Knight,2011-10-12,Robot Invader,Robot Invader,2D Platformer,,,,iOS (iPhone)
Wind-up Knight 2,2014-09-04,Robot Invader,Robot Invader,3D Platformer,,,,iOS (iPhone)
Windward (2012),10/14/2012,Tasharen Entertainment,Tasharen Entertainment,Action,,7.2,48,PC
Wing Commander Arena,7/25/2007,Gaia Industries,EA Games,Third Person Shooter,Rated E For Everyone,,,Xbox 360
Wing Commander: Prophecy,2003-04-06,Raylight Studios,Destination Software,Space Combat Sim,Rated T For Teen,9.2,5,Game Boy Advance
Wing Island,3/20/2007,CAProduction,Hudson,Aircraft Sim,Rated E For Everyone,,,Wii
Wings (1990),2/13/2003,Crawfish Interactive,Metro3D,Rail Shooter,Rated E For Everyone,,,Game Boy Advance
Wings of Prey,12/25/2009,Gaijin Entertainment,YuPlay,Aircraft Combat Sim,Rated T For Teen,7.2,71,PC
Wings of War,8/30/2004,Silver Wish Games,Gathering,Aircraft Combat Sim,Rated T For Teen,,,Xbox
Wings Over Europe: Cold War Gone Hot,5/24/2006,Third Wire,Bold Games,Aircraft Combat Sim,Rated T For Teen,7.5,17,PC
Winnie the Pooh's Rumbly Tumbly Adventure,2005-08-02,Phoenix Games Studio,Ubisoft,Action Adventure,Rated E For Everyone,7.8,,Game Boy Advance
Winning Eleven: Pro Evolution Soccer 2007,2007-06-02,KCET,Konami,Soccer Sim,Rated E For Everyone,6.1,8,Xbox 360
Winter Ember,4/19/2022,Sky Machine Studios,Blowfish Studios,Open-World Action,,4.2,5,PC
Winter Sports 2: The Next Challenge,11/18/2008,49Games,Conspiracy Entertainment,Skiing,Rated E For Everyone,,,DS
Winter Sports: The Ultimate Challenge,2007-11-12,49Games,Conspiracy Entertainment,Athletics,Rated E For Everyone,,,PlayStation 2
Winter Stars,11/15/2011,49Games,Deep Silver,Sports,Rated E For Everyone,6.5,,Xbox 360
Wintermoor Tactics Club,2020-05-05,EVC,Versus Evil,Turn-Based Tactics,,5.4,8,PC
Winter's Wish: Spirits of Edo,5/18/2023,Otomate,Aksys Games,Visual Novel,Rated T For Teen,,,Nintendo Switch
WipEout 2048,2/15/2012,Studio Liverpool,SCEA,Future Racing,Rated E +10 For Everyone +10,8.1,214,PlayStation Vita
Wipeout 3,9/23/1999,Psygnosis,Psygnosis,Future Racing,Rated E For Everyone,8.3,42,PlayStation
Wipeout 64,1998-03-11,Psygnosis,Midway,Future Racing,Rated E For Everyone,7.2,25,Nintendo 64
Wipeout Fusion,6/17/2002,Studio Liverpool,Bam Entertainment,Future Racing,Rated E For Everyone,8.8,32,PlayStation 2
Wipeout HD,9/25/2008,Studio Liverpool,SCEA,Future Racing,Rated E +10 For Everyone +10,8.1,105,PlayStation 3
Wipeout HD Fury,7/23/2009,Studio Liverpool,SCEA,Future Racing,Rated E +10 For Everyone +10,8,112,PlayStation 3
Wipeout Pulse,2008-12-02,Studio Liverpool,SCEA,Future Racing,Rated E +10 For Everyone +10,8.4,37,PSP
Wipeout Pure,3/16/2005,Studio Liverpool,SCEA,Future Racing,Rated E For Everyone,8.4,78,PSP
Wipeout XL,9/30/1996,Psygnosis,SCEA,Future Racing,,8.5,54,PlayStation
Wipeout: Omega Collection,2017-06-06,Sony Interactive Entertainment,Sony Interactive Entertainment,Future Racing,Rated E +10 For Everyone +10,8,334,PlayStation 4
WireWay,2009-03-11,Now Production,Konami,2D Platformer,Rated E For Everyone,,,DS
Witch Strandings,2022-07-07,Strange Scaffold,Modern Wolf,Strategy,,,,PC
Witcheye,8/27/2020,Moon Kid,Devolver Digital,2D Platformer,,,,iOS (iPhone)
WitchSpring3 Re:Fine - The Story of Eirudy,8/13/2021,G Choice,ININ Games,JRPG,Rated E +10 For Everyone +10,8.2,5,Nintendo Switch
Within the Blade,7/16/2021,Ametist Studio,Ratalaika Games,2D Platformer,Rated M For Mature,,,Nintendo Switch
Without Warning,2005-01-11,CiRCLE,Capcom,Third Person Shooter,Rated M For Mature,5.6,8,PlayStation 2
Wits & Wagers,2008-07-05,Hidden Path Entertainment,Microsoft Game Studios,Board,Rated E For Everyone,,,Xbox 360
Wizard Hex,12/30/2010,"Trouble Brothers, LLC","Trouble Brothers, LLC",Board,,,,iOS (iPhone)
Wizard of Legend,5/15/2018,Contingent99,Humble Games,Action RPG,Rated E +10 For Everyone +10,7.6,78,PC
Wizard with a Gun,10/16/2023,Galvanic Games,Devolver Digital,Sandbox,,5.7,10,PlayStation 5
Wizardry 8,11/14/2001,Sir-Tech Software Inc.,Sir-Tech Software Inc.,Western RPG,Rated T For Teen,8.2,97,PC
Wizardry: Labyrinth of Lost Souls,5/16/2011,Acquire,XSEED Games,Western RPG,Rated T For Teen,5.6,14,iOS (iPhone)
Wizardry: Tale of the Forsaken Land,12/19/2001,Racjin,Atlus,Western RPG,Rated T For Teen,7,,PlayStation 2
Wizards & Warriors,9/27/2000,Heuristic Park,Activision,Western RPG,Rated M For Mature,7.3,14,PC
Wo Long: Fallen Dynasty,2023-03-03,Team Ninja,Koei Tecmo Games,Action RPG,Rated M For Mature,7.5,766,PC
Woah Dave!,2015-06-01,Choice Provisions,Choice Provisions,2D Platformer,Rated E For Everyone,5.8,25,3DS
Wolcen: Lords of Mayhem,3/24/2016,Wolcen Studio,Wolcen Studio,Action RPG,,5.6,483,PC
Wolf of the Battlefield: Commando 3,6/25/2008,Backbone Emeryville,Capcom,Action,Rated T For Teen,6.3,,PlayStation 3
Wolfenstein,8/18/2009,Raven Software,Activision,FPS,Rated M For Mature,8.3,134,Xbox 360
Wolfenstein 3D,2009-03-06,Nerve Software,Activision,FPS,Rated M For Mature,7.7,75,Game Boy Advance
Wolfenstein II: The New Colossus,10/27/2017,MachineGames,Bethesda Softworks,FPS,Rated M For Mature,7.5,1705,PC
Wolfenstein: Cyberpilot,7/26/2019,MachineGames,Bethesda Softworks,FPS,Rated M For Mature,3.8,47,PC
Wolfenstein: The New Order,5/20/2014,MachineGames,Bethesda Softworks,FPS,Rated M For Mature,8.1,1962,PlayStation 3
Wolfenstein: The Old Blood,2015-05-05,MachineGames,Bethesda Softworks,FPS,Rated M For Mature,8,633,PlayStation 4
Wolfenstein: Youngblood,7/26/2019,MachineGames,Bethesda Softworks,FPS,,2.5,958,Xbox One
Wolfstride,2021-07-12,Ota Imon Studios,Raw Fury,RPG,,6.9,7,PC
Women's Volleyball Championship,7/29/2008,Spike,Agetec,Volleyball,Rated E For Everyone,,,PlayStation 2
Wonder Boy Anniversary Collection,1/26/2023,Bliss Brain,Bliss Brain,Compilation,Rated E +10 For Everyone +10,,,Nintendo Switch
Wonder Boy Collection,2022-03-06,Bliss Brain,ININ Games,Compilation,Rated E For Everyone,,,Nintendo Switch
Wonder Boy: Asha in Monster World,5/28/2021,Artdink,ININ Games,2D Platformer,Rated E +10 For Everyone +10,6.7,28,Nintendo Switch
Wonder Boy: The Dragon's Trap,4/18/2017,Lizardcube,DotEmu,Metroidvania,Rated E +10 For Everyone +10,7.7,63,PC
Wonder World Amusement Park,2008-08-07,Coyote Console,Majesco,Party,Rated E For Everyone,2.3,,Wii
Wonderbook: Book of Spells,11/13/2012,SCEE London Studio,SCEA,Miscellaneous,Rated E +10 For Everyone +10,6.7,40,PlayStation 3
Wonderbook: Diggs Nightcrawler,2013-12-11,Exient Entertainment,SCEA,Miscellaneous,Rated E +10 For Everyone +10,,,PlayStation 3
Wonderputt,9/13/2012,Damp Gnat Ltd,Damp Gnat Ltd,Adventure,,,,iOS (iPhone)
Wooden Sen'SeY,7/24/2014,Upper Byte,Neko Entertainment,2D Platformer,Rated E +10 For Everyone +10,7.8,14,PC
Woody Woodpecker,2012-12-01,Chillingo,Chillingo,Edutainment,,,,iOS (iPhone)
Woody Woodpecker Racing,1/31/2001,Syrox Developments,Konami,Arcade Racing,Rated E For Everyone,,,PlayStation
Woolfe - The Red Hood Diaries,3/17/2015,GriN Multimedia,GriN Multimedia,Survival,,5.6,12,PC
Word Puzzle,2007-07-11,InterServ International,InterServ International,Logic Puzzle,Rated E For Everyone,,,Xbox 360
WordJong,11/16/2007,Magellan Interactive,Destineer,Logic Puzzle,Rated E For Everyone,,,DS
World Championship Poker 2: Featuring Howard Lederer,2005-08-11,Point of View,Crave,Gambling,Rated T For Teen,,,PSP
World Championship Poker: Deluxe Series,11/18/2004,Coresoft,Crave,Gambling,Rated E For Everyone,,,PlayStation 2
World Championship Poker: Featuring Howard Lederer - All In,8/29/2006,Point of View,Crave,Gambling,Rated T For Teen,,,Xbox 360
World Championship Pool 2004,2003-09-12,Blade Interactive,Jaleco Entertainment,Billiards,Rated E For Everyone,,,PC
World Class Poker with T.J. Cloutier,8/22/2005,Masque Publishing,Masque Publishing,Gambling,Rated T For Teen,,,PC
World Destruction League: Thunder Tanks,12/19/2000,3DO,3DO,Vehicle Combat Sim,Rated T For Teen,,,PlayStation
World Driver Championship,5/31/1999,Boss Game Studios,Midway,Auto Racing Sim,Rated E For Everyone,8.5,11,Nintendo 64
World End Syndrome,2019-02-05,TOYBOX,Arc System Works,Visual Novel,Rated M For Mature,8.1,30,PlayStation 4
World Gone Sour,2012-11-04,Playbrains,Capcom,Action Adventure,Rated T For Teen,7.8,6,PlayStation 3
World Heroes Anthology,2008-11-03,SNK Playmore,SNK Playmore,Compilation,Rated T For Teen,,,PlayStation 2
World in Conflict,9/18/2007,Massive Entertainment,Sierra Entertainment,Real-Time Strategy,Rated T For Teen,8.3,276,PC
World in Conflict: Soviet Assault,2009-10-03,Massive Entertainment,Ubisoft,Real-Time Strategy,Rated T For Teen,8.3,63,PC
World of Demons,2021-02-04,PlatinumGames,PlatinumGames,Action RPG,,7,9,iOS (iPhone)
World of Final Fantasy,10/25/2016,Square Enix,Square Enix,JRPG,Rated E +10 For Everyone +10,7.6,411,PlayStation 4
World of Final Fantasy Maxima,2018-06-11,Square Enix,Square Enix,JRPG,Rated E +10 For Everyone +10,8.2,49,Nintendo Switch
World of Goo,2008-12-10,2D Boy,2D Boy,Action Puzzle,Rated E For Everyone,8.2,662,Wii
World of Horror,10/19/2023,Panstasz,Ysbryd Games,RPG,,7.1,17,Nintendo Switch
World of Outlaws: Sprint Cars 2002,2002-04-04,Ratbag,Infogrames,Auto Racing Sim,Rated E For Everyone,,,PC
World of Tanks,2011-12-04,Wargaming.net,Wargaming.net,Vehicle Combat Sim,Rated T For Teen,3.4,2163,PC
World of Tanks Blitz,6/27/2014,Wargaming.net,Wargaming.net,Third Person Shooter,,6.3,112,iOS (iPhone)
World of Van Helsing: Deathtrap,2015-04-02,NeocoreGames,NeocoreGames,Strategy,Rated T For Teen,7.7,76,PC
World of Warcraft,11/23/2004,Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,7.5,3153,PC
World of Warcraft Classic,8/27/2019,Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,6.1,286,PC
World of Warcraft: Battle for Azeroth,8/13/2018,Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,2.3,2542,PC
World of Warcraft: Cataclysm,2010-07-12,Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,5.8,1309,PC
World of Warcraft: Dragonflight,11/28/2022,Blizzard Entertainment,Activision,MMORPG,Rated T For Teen,3.3,920,PC
World of Warcraft: Legion,8/29/2016,Blizzard Entertainment,Blizzard Entertainment,MMORPG,,7.6,1541,PC
World of Warcraft: Mists of Pandaria,9/25/2012,Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,5.8,1746,PC
World of Warcraft: Shadowlands,11/23/2020,Blizzard Entertainment,Activision,MMORPG,Rated T For Teen,2.6,2614,PC
World of Warcraft: The Burning Crusade,1/16/2007,Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,6,1464,PC
World of Warcraft: Warlords of Draenor,11/13/2014,Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,3.8,2186,PC
World of Warcraft: Wrath of the Lich King,11/13/2008,Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,8,1367,PC
World of Warplanes,2013-02-07,Persha Studia,Wargaming.net,Aircraft Combat Sim,Rated T For Teen,5.2,316,PC
World of Warriors,3/21/2018,Mind Candy,Sony Interactive Entertainment,3D Beat-'Em-Up,Rated T For Teen,2.9,10,iOS (iPhone)
World of Warships,9/17/2015,Lesta Studio,Wargaming.net,Marine Combat Sim,Rated T For Teen,5.7,424,PC
World of Warships Blitz,1/17/2018,Wargaming Group Limited,Wargaming Group Limited,MOBA,,3.8,11,iOS (iPhone)
World Poker Tour (2005),10/18/2005,Coresoft,2K Sports,Gambling,Rated T For Teen,,,Game Boy Advance
World Pool Championship 2007,2007-12-01,Blade Interactive,Sega Europe,Billiards,,,,Xbox 360
World Racing 2,8/14/2006,Synetic,Playlogic,Auto Racing Sim,Rated E For Everyone,7,9,PC
World Series Baseball,5/19/2002,Blueshift,Sega,Baseball Sim,Rated E For Everyone,,,Xbox
World Series Baseball 2K1,7/17/2000,Wow Entertainment,Sega,Baseball Sim,Rated E For Everyone,,,Dreamcast
World Series Baseball 2K2,,Visual Concepts,Sega,Baseball Sim,Rated E For Everyone,,,Dreamcast
World Series Baseball 2K3,2003-10-03,Blue Shift,Sega,Baseball Sim,Rated E For Everyone,2.3,,PlayStation 2
World Series of Poker,8/31/2005,Activision,Activision,Gambling,Rated E +10 For Everyone +10,7,,PC
World Series of Poker 2008: Battle for the Bracelets,9/26/2007,Left Field Productions,Activision,Gambling,Rated T For Teen,,,Xbox 360
World Series of Poker: Tournament of Champions,9/21/2006,Left Field Productions,Activision,Gambling,Rated T For Teen,,,PC
World Soccer Winning Eleven 7 International,2/17/2004,KCET,Konami,Soccer Sim,Rated E For Everyone,7.2,33,PC
World Soccer Winning Eleven 8 International,2005-01-02,KCET,Konami,Soccer Sim,Rated E For Everyone,7.5,28,PlayStation 2
World Soccer Winning Eleven 9,2006-07-02,KCET,Konami,Soccer Sim,Rated E For Everyone,,,PSP
World to the West,2017-05-05,Rain Games,Soedesco,Linear Action Adventure,Rated E +10 For Everyone +10,6,8,Wii U
World Tour Soccer,3/14/2005,SCEE,SCEA,Soccer Sim,Rated E For Everyone,,,PSP
World Tour Soccer 06,6/27/2006,SCEE London Studio,SCEA,Soccer Sim,Rated E For Everyone,,,PSP
World Tour Soccer 2002,2/17/2002,Team Soho,989 Sports,Soccer Sim,Rated E For Everyone,,,PlayStation 2
World Tour Soccer 2003,2003-10-02,SCEE London Studio,989 Sports,Soccer Sim,Rated E For Everyone,,,PlayStation 2
World Tour Soccer 2005,4/14/2004,SCEE London Studio,989 Sports,Soccer Sim,Rated E For Everyone,,,PlayStation 2
World Tour Soccer 2006,3/22/2005,SCEE London Studio,SCEA,Soccer Sim,Rated E For Everyone,,,PlayStation 2
World War II Combat: Iwo Jima,7/25/2006,Direct Action Games,Groove Games,FPS,Rated M For Mature,5.3,7,PC
World War II Online: Blitzkrieg,2001-04-06,Cornered Rat,Strategy First,FPS,Rated T For Teen,,,PC
